width,height,aspect_ratio,area
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1024.0,1024.0,0.9999999999990234,1048576
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
1000.0,1000.0,0.999999999999,1000000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
700.0,700.0,0.9999999999985715,490000
1024.0,1024.0,0.9999999999990234,1048576
